track_name,popularity,artists_names,artist_genres,danceability,energy
Stole the Show,79,Kygo;Parson James,edm;pop;pop dance;tropical house,0.64,0.635
Where The Skies Are Blue,64,The Lumineers,folk-pop;modern rock;stomp and holler,0.569,0.477
Thumbs,72,Sabrina Carpenter,pop,0.73,0.718
Let Me Love You,65,Ariana Grande;Lil Wayne,pop,0.527,0.435
Let Me Explain,67,Bryson Tiller,kentucky hip hop;r&b;rap,0.809,0.504
Pt. 2,69,Kanye West,chicago rap;hip hop;rap,0.674,0.752
Time for That,64,Kevin Gates,baton rouge rap;rap;southern hip hop;trap,0.823,0.617
Lights Down Low,63,MAX,singer-songwriter pop;viral pop,0.623,0.493
nineteen,69,Lil Peep,cloud rap;emo rap;lgbtq+ hip hop,0.569,0.623
Against All Odds (Take a Look at Me Now) - 2016 Remaster,77,Phil Collins,rock drums;soft rock,0.58,0.498
Sorry,69,Beyoncé,pop;r&b,0.775,0.598
Innerbloom,76,RÜFÜS DU SOL,australian electropop;indietronica,0.729,0.72
Everyday,66,Ariana Grande;Future,pop,0.637,0.733
Change,68,J. Cole,conscious hip hop;hip hop;north carolina hip hop;rap,0.74,0.523
Any Ol' Barstool,64,Jason Aldean,contemporary country;country;country road;modern country rock,0.536,0.722
Gravity,65,YoungBoy Never Broke Again,baton rouge rap;rap,0.673,0.619
Mia & Sebastian’s Theme,71,Justin Hurwitz,hollywood;movie tunes,0.476,0.192
Southern Land,64,Taylor Ray Holbrook;Upchurch,redneck,0.725,0.724
SimpsonWave1995,73,FrankJavCee,future funk;vaportrap,0.655,0.379
White Noise 3 Hour Long,70,Erik Eriksson;White Noise Therapy,background music,,
Sheriff You Want To,66,Luke Combs,contemporary country;country,0.659,0.664
This December,68,Ricky Montgomery,la indie;pop;pov: indie,0.659,0.873
cobain,69,Lil Peep;Lil Tracy,cloud rap;emo rap;lgbtq+ hip hop,0.609,0.661
Shiny,67,Jemaine Clement,movie tunes,0.641,0.68
Warm Up,67,NF,hip hop;pop rap,0.588,0.474
Gente De Accionar,72,Grupo Codiciado,corrido;corridos tumbados;musica mexicana;norteno,0.586,0.823
She's Mine Pt. 2,66,J. Cole,conscious hip hop;hip hop;north carolina hip hop;rap,0.486,0.194
Silkk da Shocka (feat. Syd),67,Isaiah Rashad;Syd,hip hop;rap;tennessee hip hop;underground hip hop,0.59,0.602
For the First Time,83,Mac DeMarco,edmonton indie;lo-fi indie;pov: indie,0.551,0.529
Location,81,Playboi Carti,atl hip hop;plugg;pluggnb;rage rap;rap,0.717,0.79
Believer,90,Imagine Dragons,modern rock;pop;rock,0.776,0.78
Get You (feat. Kali Uchis),84,Daniel Caesar;Kali Uchis,canadian contemporary r&b,0.658,0.294
Passionfruit,87,Drake,canadian hip hop;canadian pop;hip hop;pop rap;rap,0.809,0.463
Getaway Car,88,Taylor Swift,pop,0.562,0.689
Fuck Love (feat. Trippie Redd),83,XXXTENTACION;Trippie Redd,emo rap;miami hip hop,0.797,0.533
Broken Halos,79,Chris Stapleton,contemporary country;outlaw country,0.613,0.564
For the Last Time,78,$uicideboy$,cloud rap;dark trap;new orleans rap;underground hip hop,0.844,0.533
Sunsetz,79,Cigarettes After Sex,ambient pop;dream pop;el paso indie;shoegaze,0.412,0.477
When It Rains It Pours,84,Luke Combs,contemporary country;country,0.551,0.801
Broken Clocks,81,SZA,pop;r&b;rap,0.692,0.684
Ric Flair Drip (with Metro Boomin),85,Offset;Metro Boomin,atl hip hop;pop rap;rap;trap,0.88,0.428
Young Dumb & Broke,82,Khalid,pop;pop r&b,0.799,0.539
Everybody Dies In Their Nightmares,84,XXXTENTACION,emo rap;miami hip hop,0.734,0.57
See You Again (feat. Kali Uchis),93,"Tyler, The Creator;Kali Uchis",hip hop;rap,0.558,0.559
Apocalypse,84,Cigarettes After Sex,ambient pop;dream pop;el paso indie;shoegaze,0.369,0.467
Look What You Made Me Do,86,Taylor Swift,pop,0.766,0.709
Magnolia,82,Playboi Carti,atl hip hop;plugg;pluggnb;rage rap;rap,0.791,0.582
K.,79,Cigarettes After Sex,ambient pop;dream pop;el paso indie;shoegaze,0.454,0.404
Don’t Blame Me,91,Taylor Swift,pop,0.615,0.534
Gorgeous,85,Taylor Swift,pop,0.8,0.535
Thunder,88,Imagine Dragons,modern rock;pop;rock,0.605,0.822
Feathered Indians,82,Tyler Childers,kentucky indie;kentucky roots;outlaw country,0.536,0.574
Revenge,87,XXXTENTACION,emo rap;miami hip hop,0.746,0.251
Drowning (feat. Kodak Black),80,A Boogie Wit da Hoodie;Kodak Black,melodic rap;rap;trap,0.839,0.81
Love Is Only a Feeling,81,Joey Bada$$,conscious hip hop;hip hop;rap,0.629,0.676
Crew (feat. Brent Faiyaz & Shy Glizzy),79,GoldLink;Brent Faiyaz;Shy Glizzy,alternative r&b,0.728,0.607
XO Tour Llif3,83,Lil Uzi Vert,hip hop;melodic rap;philly rap;rage rap;rap,0.732,0.75
Dandelions,90,Ruth B.,alt z;canadian contemporary r&b;canadian pop;pop,0.609,0.692
HUMBLE.,86,Kendrick Lamar,conscious hip hop;hip hop;rap;west coast rap,0.908,0.621
...Ready For It?,85,Taylor Swift,pop,0.613,0.764
Freestyle,84,Lil Baby,atl hip hop;atl trap;rap;trap,0.877,0.517
20 Min,84,Lil Uzi Vert,hip hop;melodic rap;philly rap;rage rap;rap,0.773,0.75
Solo,82,Future,atl hip hop;hip hop;rap;southern hip hop;trap,0.784,0.486
Dress,82,Taylor Swift,pop,0.719,0.469
Evergreen,84,Richy Mitch & The Coal Miners,modern folk rock,0.555,0.216
LOVE. FEAT. ZACARI.,85,Kendrick Lamar;Zacari,conscious hip hop;hip hop;rap;west coast rap,0.8,0.585
Dark Red,88,Steve Lacy,afrofuturism,0.603,0.784
The Way Life Goes (feat. Oh Wonder),82,Lil Uzi Vert;Oh Wonder,hip hop;melodic rap;philly rap;rage rap;rap,0.703,0.757
Hurricane,80,Luke Combs,contemporary country;country,0.464,0.813
Teenage Fever,83,Drake,canadian hip hop;canadian pop;hip hop;pop rap;rap,0.766,0.283
I Did Something Bad,83,Taylor Swift,pop,0.696,0.602
DNA.,81,Kendrick Lamar,conscious hip hop;hip hop;rap;west coast rap,0.638,0.523
Jocelyn Flores,84,XXXTENTACION,emo rap;miami hip hop,0.872,0.391
I Know You,83,Faye Webster,atlanta indie;indie pop,0.454,0.385
Clean White Noise - Loopable with no fade,93,White Noise Baby Sleep;White Noise for Babies,sleep,0.0,0.00342
Delicate,87,Taylor Swift,pop,0.75,0.404
PRIDE.,85,Kendrick Lamar,conscious hip hop;hip hop;rap;west coast rap,0.665,0.535
Lady May,80,Tyler Childers,kentucky indie;kentucky roots;outlaw country,0.539,0.16
Sativa,78,Jhené Aiko;Swae Lee,r&b,0.741,0.61
Sign of the Times,85,Harry Styles,pop,0.516,0.595
King Of My Heart,81,Taylor Swift,pop,0.675,0.703
The Weekend,77,SZA,pop;r&b;rap,0.4,0.366
M.... She Wrote,75,Tay-K,cali rap;dfw rap;rap;trap,0.777,0.707
Perfect,90,Ed Sheeran,pop;singer-songwriter pop;uk pop,0.599,0.448
Location,79,Khalid,pop;pop r&b,0.736,0.449
Moonlight on the River,78,Mac DeMarco,edmonton indie;lo-fi indie;pov: indie,0.662,0.478
This Is Why We Can't Have Nice Things,79,Taylor Swift,pop,0.567,0.789
Unforgettable,86,French Montana;Swae Lee,hip hop;pop rap;rap;southern hip hop;trap,0.726,0.769
Swim,84,Chase Atlantic,alternative r&b,0.666,0.542
Bored,84,Billie Eilish,art pop;electropop;pop,0.614,0.318
Treat You Better,87,Shawn Mendes,canadian pop;pop;viral pop,0.444,0.819
Shape of You,89,Ed Sheeran,pop;singer-songwriter pop;uk pop,0.825,0.652
Call It What You Want,82,Taylor Swift,pop,0.598,0.504
There's Nothing Holdin' Me Back,88,Shawn Mendes,canadian pop;pop;viral pop,0.866,0.813
Too Good At Goodbyes,86,Sam Smith,pop;uk pop,0.681,0.372
I Don't Wanna Do This Anymore,78,XXXTENTACION,emo rap;miami hip hop,0.433,0.778
Goodie Bag,78,Still Woozy,bedroom pop;oakland indie;pov: indie,0.739,0.522
Chanel,78,Frank Ocean,lgbtq+ hip hop;neo soul,0.776,0.503
8TEEN,77,Khalid,pop;pop r&b,0.83,0.585
Dancing With Our Hands Tied,79,Taylor Swift,pop,0.624,0.691
LOYALTY. FEAT. RIHANNA.,79,Kendrick Lamar;Rihanna,conscious hip hop;hip hop;rap;west coast rap,0.658,0.535
Feel It Still,81,Portugal. The Man,indie rock;indietronica;modern alternative rock;modern rock,0.801,0.795
One Number Away,78,Luke Combs,contemporary country;country,0.544,0.781
End Game,81,Taylor Swift;Ed Sheeran;Future,pop,0.649,0.589
Nose On The Grindstone (OurVinyl Sessions),77,Tyler Childers;OurVinyl,kentucky indie;kentucky roots;outlaw country,0.488,0.284
I Don’t Wanna Live Forever (Fifty Shades Darker),83,ZAYN;Taylor Swift,pop;uk pop,0.731,0.445
Rumor,75,Lee Brice,contemporary country;country;country road;modern country rock,0.655,0.56
Brazil,81,Declan McKenna,pov: indie,0.687,0.617
Look At Me!,83,XXXTENTACION,emo rap;miami hip hop,0.763,0.726
EA (feat. 21 Savage),78,Young Nudy;21 Savage,pluggnb;rap;trap,0.451,0.876
Silence,82,Marshmello;Khalid,brostep;edm;pop;progressive electro house,0.52,0.761
Love Galore (feat. Travis Scott),79,SZA;Travis Scott,pop;r&b;rap,0.795,0.594
Fishing In The Dark,75,Nitty Gritty Dirt Band,country rock;heartland rock,0.765,0.494
Mask Off,83,Future,atl hip hop;hip hop;rap;southern hip hop;trap,0.833,0.434
Whitehouse Road,74,Tyler Childers,kentucky indie;kentucky roots;outlaw country,0.607,0.739
Do Not Disturb,78,Drake,canadian hip hop;canadian pop;hip hop;pop rap;rap,0.618,0.693
Language,80,Paperboy Fabe;Brent Faiyaz,,0.62,0.721
In Case You Didn't Know,77,Brett Young,contemporary country;country;country road,0.607,0.536
Heaven,75,Kane Brown,black americana;contemporary country;country;country road,0.677,0.556
Follow You To Virgie (OurVinyl Sessions),75,Tyler Childers;OurVinyl,kentucky indie;kentucky roots;outlaw country,0.566,0.325
Whatever It Takes,84,Imagine Dragons,modern rock;pop;rock,0.672,0.655
Motion Sickness,78,Phoebe Bridgers,indie pop;la indie;pov: indie,0.651,0.546
Something Just Like This,87,The Chainsmokers;Coldplay,electropop;pop,0.617,0.635
Best Part (feat. H.E.R.),84,Daniel Caesar;H.E.R.,canadian contemporary r&b,0.524,0.364
Bank Account,79,21 Savage,atl hip hop;hip hop;rap;trap,0.884,0.347
Let You Down,82,NF,hip hop;pop rap,0.662,0.714
My Ordinary Life,82,The Living Tombstone,otacore;pixel;pov: indie,0.648,0.827
Losin Control,76,Russ,hawaiian hip hop;pop rap,0.759,0.245
ocean eyes,84,Billie Eilish,art pop;electropop;pop,0.511,0.363
Drip or Drown,76,Gunna,atl hip hop;melodic rap;rap;trap,0.952,0.478
your favorite dress,77,Lil Peep;Lil Tracy,cloud rap;emo rap;lgbtq+ hip hop,0.494,0.628
Castle on the Hill,81,Ed Sheeran,pop;singer-songwriter pop;uk pop,0.461,0.834
Slide (feat. Frank Ocean & Migos),77,Calvin Harris;Frank Ocean;Migos;Funk Wav,dance pop;edm;electro house;house;pop;progressive house;uk dance,0.736,0.795
New Rules,83,Dua Lipa,dance pop;pop;uk pop,0.762,0.7
New Year’s Day,77,Taylor Swift,pop,0.661,0.151
watch,81,Billie Eilish,art pop;electropop;pop,0.441,0.599
Beige,76,Yoke Lore,nyc pop,0.434,0.677
Sky Walker (feat. Travis Scott),74,Miguel;Travis Scott,r&b,0.674,0.506
From The D To The A (feat. Lil Yachty),72,Tee Grizzley;Lil Yachty,detroit hip hop;detroit trap;rap;southern hip hop;trap,0.851,0.625
I <3 My Choppa,74,Tay-K,cali rap;dfw rap;rap;trap,0.732,0.47
Tunnel Vision,75,Kodak Black,florida drill;florida rap;melodic rap;miami hip hop;rap;trap;trap latino,0.497,0.489
Roll in Peace (feat. XXXTENTACION),73,Kodak Black;XXXTENTACION,florida drill;florida rap;melodic rap;miami hip hop;rap;trap;trap latino,0.747,0.524
Bad At Love,76,Halsey,electropop;etherpop;indie poptimism;pop,0.675,0.751
This Town,80,Niall Horan,pop,0.677,0.401
Boulevard of Broken Dreams,80,Green Day,modern rock;permanent wave;punk;rock,0.496,0.682
Fake Love,75,Drake,canadian hip hop;canadian pop;hip hop;pop rap;rap,0.928,0.481
Now I'm up to My Neck with Offers,74,$uicideboy$,cloud rap;dark trap;new orleans rap;underground hip hop,0.79,0.858
Universal Sound,72,Tyler Childers,kentucky indie;kentucky roots;outlaw country,0.672,0.437
Unforgettable,72,Thomas Rhett,contemporary country;country;country road;modern country rock,0.661,0.75
Lie,78,NF,hip hop;pop rap,0.513,0.661
idontwannabeyouanymore,82,Billie Eilish,art pop;electropop;pop,0.483,0.412
Watching Him Fade Away,75,Mac DeMarco,edmonton indie;lo-fi indie;pov: indie,0.74,0.072
Sweet,76,Cigarettes After Sex,ambient pop;dream pop;el paso indie;shoegaze,0.448,0.511
What Once Was,77,Her's,indie pop;liverpool indie;pov: indie,0.526,0.877
Baby Shark,79,Pinkfong,cartoon;children's music;dong-yo,0.829,0.886
Tattoos,72,Tyler Childers,kentucky indie;kentucky roots;outlaw country,0.333,0.457
Hell of a Year,72,Parker McCollum,classic texas country;texas country,0.655,0.482
Beggin',85,Måneskin,indie rock italiano;italian pop;pop,0.714,0.8
"Let Me Go (with Alesso, Florida Georgia Line & watt)",78,Hailee Steinfeld;Alesso;Florida Georgia Line;WATT,pop,0.664,0.708
2nd Hand,74,$uicideboy$,cloud rap;dark trap;new orleans rap;underground hip hop,0.933,0.424
Save That Shit,79,Lil Peep,cloud rap;emo rap;lgbtq+ hip hop,0.534,0.583
Flaming Hot Cheetos,76,Clairo,bedroom pop;indie pop;pop;pov: indie,0.817,0.551
Them Changes,77,Thundercat,afrofuturism;indie soul,0.657,0.562
First Day Out,73,Tee Grizzley,detroit hip hop;detroit trap;rap;southern hip hop;trap,0.587,0.711
1-800-273-8255,78,Logic;Alessia Cara;Khalid,conscious hip hop;hip hop;pop rap;rap,0.62,0.574
"New Chains, Same Shackles",74,$uicideboy$,cloud rap;dark trap;new orleans rap;underground hip hop,0.7,0.56
Body Like A Back Road,75,Sam Hunt,contemporary country;country;country pop,0.732,0.458
Body,80,Loud Luxury;Brando,edm;pop dance,0.752,0.764
wokeuplikethis*,75,Playboi Carti;Lil Uzi Vert,atl hip hop;plugg;pluggnb;rage rap;rap,0.785,0.62
772 Love,75,YNW Melly,melodic rap;rap,0.676,0.623
Caroline,74,Aminé,pop rap;portland hip hop;rap;underground hip hop,0.94,0.335
Normal Girl,76,SZA,pop;r&b;rap,0.624,0.532
Transportin',74,Kodak Black,florida drill;florida rap;melodic rap;miami hip hop;rap;trap;trap latino,0.804,0.66
Drinkin' Problem,73,Midland,classic texas country;neo-traditional country,0.622,0.763
Millionaire,75,Chris Stapleton,contemporary country;outlaw country,0.616,0.474
Something to Talk About,72,Koe Wetzel,classic texas country,0.612,0.934
Wild Thoughts (feat. Rihanna & Bryson Tiller),70,DJ Khaled;Rihanna;Bryson Tiller,hip hop;miami hip hop;pop rap;rap,0.613,0.681
So It Goes...,77,Taylor Swift,pop,0.574,0.61
I Think I Like When It Rains,75,WILLIS,alabama indie,0.622,0.455
Stay,78,Zedd;Alessia Cara,complextro;edm;german techno;pop;pop dance,0.69,0.622
Talk Too Much,72,COIN,pov: indie,0.598,0.888
It Ain’t Me (with Selena Gomez),70,Kygo;Selena Gomez,edm;pop;pop dance;tropical house,0.64,0.533
Into It,80,Chase Atlantic,alternative r&b,0.518,0.572
witchblades,75,Lil Peep;Lil Tracy,cloud rap;emo rap;lgbtq+ hip hop,0.634,0.54
What They Want,75,Russ,hawaiian hip hop;pop rap,0.71,0.404
Mercy,82,Shawn Mendes,canadian pop;pop;viral pop,0.555,0.662
Bad and Boujee (feat. Lil Uzi Vert),76,Migos;Lil Uzi Vert,atl hip hop;hip hop;pop rap;rap;trap,0.926,0.666
Saran Pack,71,Tay-K,cali rap;dfw rap;rap;trap,0.781,0.731
Adiós Amor,78,Christian Nodal,mariachi;musica mexicana;ranchera,0.433,0.431
My Church,72,Maren Morris,classic texas country;contemporary country,0.517,0.743
Hard Times,76,Paramore,candy pop;pixie;pop;pop emo;pop punk;rock,0.695,0.818
Still Beating,74,Mac DeMarco,edmonton indie;lo-fi indie;pov: indie,0.709,0.496
Pretty Girl,75,Clairo,bedroom pop;indie pop;pop;pov: indie,0.93,0.611
DUCKWORTH.,73,Kendrick Lamar,conscious hip hop;hip hop;rap;west coast rap,0.552,0.731
Walls Could Talk,78,Halsey,electropop;etherpop;indie poptimism;pop,0.626,0.423
Garden (Say It Like Dat),72,SZA,pop;r&b;rap,0.73,0.457
If You Want Love,76,NF,hip hop;pop rap,0.551,0.386
The Race,72,Tay-K,cali rap;dfw rap;rap;trap,0.766,0.606
Slow Hands,78,Niall Horan,pop,0.735,0.425
Why,71,Southall,classic texas country;oklahoma country;red dirt,0.674,0.535
Meant to Be (feat. Florida Georgia Line),76,Bebe Rexha;Florida Georgia Line,dance pop;pop,0.643,0.783
Best Friend,77,Rex Orange County,bedroom pop,0.576,0.714
Human,82,Rag'n'Bone Man,neo soul,0.602,0.707
YuNg BrAtZ,75,XXXTENTACION,emo rap;miami hip hop,0.755,0.695
Issues,78,Julia Michaels,pop,0.728,0.415
Sunset,72,LUCKI,plugg,0.815,0.209
Small Town Boy,71,Dustin Lynch,contemporary country;country;country road;modern country rock,0.554,0.743
Malibu,78,Miley Cyrus,pop,0.573,0.781
Galway Girl,81,Ed Sheeran,pop;singer-songwriter pop;uk pop,0.624,0.876
Neon Guts (feat. Pharrell Williams),72,Lil Uzi Vert;Pharrell Williams,hip hop;melodic rap;philly rap;rage rap;rap,0.859,0.563
bellyache,80,Billie Eilish,art pop;electropop;pop,0.695,0.573
The Weekend - Funk Wav Remix,75,SZA;Calvin Harris;Funk Wav,pop;r&b;rap,0.775,0.573
Lo Que Siento,74,Cuco,bedroom pop;dream pop,0.327,0.684
While We're Young,73,Jhené Aiko,r&b,0.649,0.791
Glorious (feat. Skylar Grey),78,Macklemore;Skylar Grey,pop rap;seattle hip hop,0.731,0.794
Lust,74,Lil Skies,melodic rap,0.718,0.767
Anchor,78,Novo Amor,ambient folk;indie folk,0.457,0.407
Imitadora,79,Romeo Santos,bachata;latin hip hop;latin pop;urbano latino,0.737,0.709
Plain Jane,76,A$AP Ferg,hip hop;pop rap;rap;southern hip hop;trap,0.797,0.844
Selfish,71,PnB Rock,melodic rap;rap;trap,0.638,0.6
Holiday,72,Green Day,modern rock;permanent wave;punk;rock,0.552,0.89
911 / Mr. Lonely (feat. Frank Ocean & Steve Lacy),74,"Tyler, The Creator;Frank Ocean;Steve Lacy",hip hop;rap,0.48,0.61
Love Scars,72,Trippie Redd,melodic rap;rap;trap,0.659,0.614
Him & I (with Halsey),80,G-Eazy;Halsey,indie pop rap;oakland hip hop;pop rap;rap,0.589,0.731
Sorry Not Sorry,77,Demi Lovato,pop;post-teen pop,0.706,0.643
Hold On,82,Chord Overstreet,acoustic pop,0.618,0.443
Drew Barrymore,74,SZA,pop;r&b;rap,0.577,0.523
Supermodel,73,SZA,pop;r&b;rap,0.613,0.442
Only,69,Jelly Roll,country rap;nashville hip hop;tennessee hip hop,0.695,0.745
High Enough,75,K.Flay,escape room;hip pop;modern alternative rock,0.606,0.62
Flex,71,Playboi Carti;Leven Kali,atl hip hop;plugg;pluggnb;rage rap;rap,0.75,0.596
White Noise - 145 hz,72,Granular,color noise;sleep;white noise,0.0,2.03e-05
Sit Next to Me,73,Foster The People,indietronica;modern alternative rock;modern rock;rock,0.638,0.738
As the World Caves In,74,Matt Maltese,indie anthem-folk;indie pop;pov: indie,0.331,0.45
Cherry,78,Lana Del Rey,art pop;pop,0.449,0.534
RIP Roach,75,XXXTENTACION;Ski Mask The Slump God,emo rap;miami hip hop,0.727,0.62
Portland,73,Drake;Quavo;Travis Scott,canadian hip hop;canadian pop;hip hop;pop rap;rap,0.925,0.443
do re mi,73,blackbear,alt z;pop,0.745,0.593
Loose,73,Daniel Caesar,canadian contemporary r&b,0.198,0.162
20 Something,71,SZA,pop;r&b;rap,0.569,0.299
Sunflower,75,Rex Orange County,bedroom pop,0.548,0.765
Marry Me,71,Thomas Rhett,contemporary country;country;country road;modern country rock,0.333,0.412
Gang Over Luv,72,Brent Faiyaz,r&b;rap,0.781,0.277
I Get the Bag (feat. Migos),73,Gucci Mane;Migos,atl hip hop;dirty south rap;hip hop;pop rap;rap;southern hip hop;trap,0.89,0.633
Myself,70,NAV,canadian hip hop;canadian trap;melodic rap;rap;trap,0.749,0.398
Se Preparó,80,Ozuna,puerto rican pop;reggaeton;trap latino;urbano latino,0.739,0.821
Grey Gods,71,Ramirez;$uicideboy$,cloud rap;dark trap;phonk,0.793,0.665
Highway Tune,74,Greta Van Fleet,modern blues rock;modern hard rock;rock,0.582,0.962
White Noise - 500 hz,74,Granular,color noise;sleep;white noise,0.0,4.98e-05
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",78,Calvin Harris;Pharrell Williams;Katy Perry;Big Sean;Funk Wav,dance pop;edm;electro house;house;pop;progressive house;uk dance,0.893,0.745
I Was Wrong,70,Chris Stapleton,contemporary country;outlaw country,0.657,0.577
Wolves,80,Selena Gomez;Marshmello,pop;post-teen pop,0.724,0.804
Finesse - Remix; feat. Cardi B,77,Bruno Mars;Cardi B,dance pop;pop,0.704,0.859
Dile Que Tu Me Quieres,77,Ozuna,puerto rican pop;reggaeton;trap latino;urbano latino,0.773,0.757
Lush Life,81,Zara Larsson,pop;scandipop;swedish electropop;swedish pop,0.694,0.712
Cocaine and Whiskey,70,Them Dirty Roses,modern southern rock,0.623,0.591
Supercut,74,Lorde,art pop;metropopolis;nz pop;pop,0.562,0.437
hostage,77,Billie Eilish,art pop;electropop;pop,0.427,0.123
IDGAF,81,Dua Lipa,dance pop;pop;uk pop,0.836,0.544
